UCL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
UCL522015,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,61,37,95,3,4,7,0,0,0,0,0,0,0,4,3,8,0,7,35,54,86,113,103,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,21,144,135,276,0,0,5,270,250,523
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,62,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,39,39,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,11,3,0,3,47,43,91
UCL522017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,59,104,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,57,62,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,19,5,0,4,66,78,142
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,30,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,12,6,23,39,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,12,23,0,0,0,50,37,88
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,34,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,4,0,0,0,35,29,62
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,32,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,24,16,37,39,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,42,38,83
UCL522021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,40,95,3,0,3,3,0,8,0,0,0,0,0,0,3,0,4,3,7,13,72,47,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,5,15,21,4,0,3,84,69,152
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,57,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,48,36,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,3,3,0,0,0,48,48,97
UCL522023,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,37,38,75,4,0,6,0,0,0,0,0,0,0,0,0,0,3,3,4,6,12,56,52,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,12,19,0,0,5,70,72,136
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,54,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,19,5,5,11,0,0,0,42,51,93
UCL522025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,43,112,3,3,6,0,0,0,0,0,0,0,0,0,5,0,5,4,10,14,80,55,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,11,11,23,0,0,4,96,78,175
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,44,0,7,8,0,0,0,0,0,0,0,0,0,3,0,4,4,6,5,31,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,8,10,18,0,0,0,50,46,91
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,49,113,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,5,3,10,68,59,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,79,65,144
UCL522028,0,0,0,20,18,36,0,0,0,0,0,0,0,0,0,10,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,7,0,0,0,37,41,85
UCL522029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,105,7,4,9,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,68,54,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,19,25,0,0,0,82,78,161
UCL522030,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,54,35,89,3,0,6,5,0,5,0,0,0,0,0,0,0,0,3,6,10,10,71,46,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,17,0,0,0,77,55,132
UCL522031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,16,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,14,14,25,32,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,21,54
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,12,25,42,22,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,29,38,60
UCL522033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,84,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,50,43,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,3,16,0,0,0,64,51,116
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,9,6,19,26,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,38
UCL522035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,25,62,0,0,5,6,0,6,0,0,0,6,0,8,0,0,0,3,12,14,53,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,9,0,0,0,59,44,106
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31,77,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,3,5,5,59,35,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,63,43,104
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,69,0,0,0,7,0,7,0,0,0,0,0,0,0,0,7,12,9,17,62,45,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,7,4,12,0,0,0,67,53,121
UCL522038,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,111,60,173,4,6,15,4,0,4,0,0,0,5,0,8,0,0,0,19,18,43,153,93,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,6,17,22,3,0,3,161,116,279
UCL522039,0,0,0,11,4,12,0,0,0,0,0,0,0,0,0,54,34,83,20,8,25,4,0,7,0,0,0,4,0,4,3,0,7,11,26,38,99,77,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,13,0,5,4,109,85,200
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,4,17,0,0,0,43,36,80
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,59,4,3,13,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,48,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,7,17,0,0,0,64,46,108
UCL522042,0,0,0,52,7,56,0,0,0,0,0,0,0,0,0,78,42,116,21,4,34,5,0,5,0,0,0,0,0,4,26,3,30,13,19,28,188,84,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,11,4,13,0,0,0,5,0,6,0,0,0,0,0,3,0,3,6,17,12,32,0,0,0,222,108,326
UCL522043,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,5,19,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,12,8,22,24,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,47
UCL522044,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,22,22,39,3,4,10,0,0,0,0,0,0,0,0,0,0,6,8,11,6,21,43,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10,5,20,3,0,6,60,43,111
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,26,15,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,32
UCL522046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,25,73,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,8,9,17,58,38,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,24,0,0,0,71,48,119
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,90,6,7,6,4,0,4,0,0,0,0,0,4,0,0,3,0,9,12,58,58,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,4,4,0,4,69,67,140
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,66,0,0,0,7,0,7,0,0,0,5,0,5,5,0,7,10,7,13,62,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,13,6,0,6,71,44,121
UCL522049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,44,3,0,4,3,0,3,0,0,0,0,0,0,3,0,3,17,12,31,46,40,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,52,40,94
UCL522050,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,70,49,114,9,6,8,9,0,9,0,0,0,0,5,5,4,0,4,0,11,14,88,68,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,8,11,0,0,0,93,78,167
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,41,84,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,9,13,0,0,0,50,53,101
UCL522052,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,19,5,28,7,0,3,0,0,0,0,0,0,0,0,0,8,0,8,14,8,19,46,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,53,19,64
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,10,18,7,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,31
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,62,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,5,4,11,40,35,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,0,0,0,47,42,82
UCL522055,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,67,43,108,4,3,6,0,0,0,0,0,0,3,0,3,3,0,4,9,12,16,82,62,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,14,24,40,0,0,0,105,90,197
UCL522056,0,0,0,16,3,22,0,0,0,0,0,0,0,0,0,92,34,129,12,4,13,4,0,4,0,0,0,0,0,3,13,0,13,7,21,32,146,66,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,10,21,0,0,0,160,81,243
UCL522057,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,19,13,33,0,0,3,43,36,83,87,60,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,42,41,80,0,0,0,130,119,249
UCL522058,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,28,19,44,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,9,14,41,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,41,28,71
UCL522059,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,55,39,94,0,5,4,8,0,8,0,0,0,0,0,0,0,0,0,5,9,13,63,55,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,4,74,59,132
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,15,3,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18
UCL522061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,67,7,0,7,0,0,0,0,0,0,0,0,5,3,0,3,5,13,23,52,49,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,15,32,0,0,0,70,69,136
UCL522062,0,0,0,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,6,11,11,12,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,14,24,37
UCL522063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,5,18,23,13,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,33,47
UCL522064,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,23,15,36,8,14,17,0,0,0,0,0,0,0,0,0,0,0,0,15,24,35,40,57,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,4,3,12,52,67,121
UCL522065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,53,4,0,3,0,0,0,0,0,0,0,0,0,3,0,8,9,5,8,40,32,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,13,0,0,0,49,47,96
UCL522066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,53,121,8,0,10,0,0,0,0,0,0,3,0,3,3,0,3,4,9,13,80,69,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,12,19,0,0,0,90,90,178
UCL522067,0,0,0,51,13,61,0,0,0,0,0,0,0,0,0,52,10,63,32,9,39,9,0,9,0,0,0,0,0,0,45,9,57,19,25,45,208,61,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,4,0,4,4,4,8,0,0,0,5,0,5,0,0,3,7,0,3,0,0,0,5,0,5,5,5,8,223,68,292
UCL522068,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,65,59,125,0,4,6,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,69,70,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,9,15,24,5,0,5,87,97,182
