LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA54760,4,8,16,43,46,88,0,0,0,0,0,5,41,44,89,0,8,17,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,10,4,11,20,0,0,0,0,0,5,0,0,0,0,0,5,39,36,79,0,0,0,94,122,217
LGA54830,487,507,996,1676,1458,3130,288,289,579,318,372,687,2280,2118,4395,888,797,1689,249,234,482,386,339,724,1525,1378,2904,107,108,215,92,168,259,154,114,269,157,314,471,0,4,9,519,718,1237,249,371,615,123,224,352,66,68,130,142,265,410,0,4,5,575,931,1505,1093,1651,2743,89,88,179,120,207,329,3,4,7,209,296,508,2203,943,3145,44,24,74,7852,6910,14764
LGA54900,13,7,28,60,55,116,0,0,0,0,0,0,60,55,112,10,7,23,0,0,0,0,4,9,14,15,32,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,8,0,8,6,0,6,6,0,0,0,0,4,8,0,0,0,0,12,13,8,20,22,0,0,0,0,0,0,0,0,0,0,3,3,55,35,87,0,0,3,154,130,289
LGA54970,0,8,8,33,16,46,0,0,0,0,0,4,30,23,52,19,13,32,0,0,0,0,0,0,19,13,31,5,4,4,3,0,3,7,0,9,23,4,26,0,0,0,31,11,43,4,0,4,5,5,9,0,0,0,13,4,24,0,0,0,20,15,34,58,27,77,0,0,0,0,5,9,0,0,0,3,5,8,1471,300,1772,18,0,20,1595,362,1958
LGA55040,9,11,21,56,43,98,0,0,0,0,3,3,54,41,104,13,11,27,0,0,0,0,3,6,16,13,27,3,0,3,4,0,6,0,0,6,14,5,21,0,0,0,21,14,35,0,4,0,0,4,4,0,3,7,17,7,23,0,0,0,20,13,34,41,33,71,0,0,3,7,3,10,0,0,0,10,4,14,1288,348,1636,18,9,21,1436,454,1896
LGA55110,665,669,1336,2321,2413,4736,568,580,1147,561,544,1106,3462,3543,7005,1667,1505,3165,554,599,1152,650,647,1301,2876,2750,5626,151,190,343,80,214,295,302,186,487,226,504,730,0,0,5,759,1094,1853,317,629,946,102,294,396,63,112,180,181,415,597,6,5,4,665,1453,2117,1426,2551,3978,92,132,224,186,331,517,0,0,4,283,458,745,1953,2225,4174,44,48,89,10710,12248,22948
LGA55180,72,54,125,248,239,487,61,71,137,6,0,6,316,319,634,237,222,452,55,49,97,3,8,15,295,271,573,6,7,9,7,3,12,41,16,57,19,51,72,0,0,0,71,78,146,0,11,11,10,16,21,0,0,6,10,28,38,0,0,0,20,48,76,89,133,226,5,11,17,13,19,29,0,0,0,18,26,49,354,324,676,34,17,48,1182,1144,2325
LGA55250,5,6,9,25,28,50,0,0,0,3,6,6,27,35,59,15,19,36,0,0,0,7,3,8,25,25,42,0,0,0,0,4,5,3,0,3,9,7,16,0,0,0,18,9,26,0,0,0,3,0,3,0,0,0,9,12,22,0,0,0,17,12,30,33,23,54,3,0,3,4,0,7,0,0,0,3,0,6,507,189,692,7,4,12,606,276,884
LGA55320,906,813,1716,3122,3024,6149,755,780,1530,296,317,609,4182,4119,8300,2123,1946,4074,1055,1206,2260,689,651,1339,3871,3809,7678,167,156,325,130,195,321,301,126,423,247,459,707,8,3,14,844,938,1780,1684,2116,3801,492,542,1033,296,264,560,515,761,1278,0,11,12,2988,3700,6691,3846,4646,8487,78,116,191,217,320,542,3,5,13,295,442,744,1612,1937,3543,148,145,292,14850,15904,30756
LGA55390,0,0,0,3,5,5,0,0,0,0,3,3,3,9,9,0,7,3,0,0,0,0,0,4,3,4,8,0,0,0,0,0,0,5,6,4,14,4,14,0,0,0,14,5,22,0,0,6,0,0,0,0,0,0,6,3,10,0,0,0,10,8,13,23,8,38,0,0,0,0,0,0,0,0,0,0,0,0,446,82,526,4,0,3,482,102,581
LGA55460,24,23,43,71,71,136,56,42,99,0,3,3,123,116,237,95,94,184,0,0,0,0,8,8,93,105,197,0,0,0,0,4,7,9,12,23,5,14,19,0,0,0,20,29,48,0,6,11,4,5,10,0,9,7,7,9,17,0,0,0,12,27,43,35,53,84,0,0,4,5,6,5,0,0,0,4,3,9,208,172,378,0,3,3,483,471,954
LGA55530,5,5,9,16,14,38,0,0,0,0,0,0,16,15,31,5,0,6,0,0,0,0,4,4,5,7,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,60,54,115,0,0,0,96,80,175
LGA55600,9,13,26,33,38,67,52,49,104,3,0,4,83,88,175,76,71,145,0,0,0,3,0,9,77,78,156,6,0,6,3,3,3,6,3,13,0,11,12,0,0,0,11,18,32,4,5,8,0,4,4,0,0,0,0,11,11,0,0,0,3,17,24,12,32,50,0,0,0,0,7,9,0,0,4,0,7,8,163,132,301,51,0,51,411,348,764
LGA55670,4,8,8,23,22,48,0,0,0,0,3,4,23,23,52,15,10,29,0,0,0,6,0,4,17,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,10,3,8,9,0,0,0,0,3,3,0,0,0,0,6,3,103,78,186,0,0,0,158,133,287
LGA55740,74,56,128,243,232,479,11,59,68,83,72,157,341,367,705,105,77,181,40,106,143,148,294,443,293,480,771,17,7,22,11,20,28,10,9,24,24,39,62,0,0,0,61,79,141,172,217,393,65,82,148,25,22,44,45,87,137,0,0,3,307,408,716,370,488,858,14,8,22,20,26,41,0,0,0,35,35,63,199,204,403,18,22,37,1317,1654,2971
LGA55810,0,7,6,9,11,16,0,0,0,4,3,7,10,11,23,4,0,4,3,0,3,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,6,0,0,0,0,3,3,0,0,0,7,8,12,0,0,0,7,7,17,13,14,25,6,0,3,0,0,0,0,0,0,6,3,7,445,192,640,0,0,0,481,227,706
LGA55880,5,5,5,18,21,35,0,0,0,0,0,0,18,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,0,0,0,0,0,4,0,0,0,0,0,4,22,21,38,0,0,0,42,53,90
LGA55950,3,3,7,30,20,44,0,0,0,0,0,0,25,20,45,9,12,21,0,0,0,5,0,3,10,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,7,10,4,12,13,6,0,6,0,0,0,0,0,0,6,0,6,40,32,71,0,0,0,88,80,169
LGA56090,306,276,581,998,935,1934,198,178,376,305,288,598,1511,1401,2910,592,584,1176,216,208,421,574,485,1056,1376,1278,2655,59,63,128,31,65,96,154,73,227,107,184,287,0,0,4,356,387,743,194,309,508,59,128,181,47,59,108,108,240,351,0,0,0,412,739,1143,766,1128,1896,35,55,93,73,138,211,0,0,4,107,196,307,2462,655,3121,19,20,40,6548,4950,11498
LGA56160,0,0,0,0,6,7,0,0,0,0,0,0,6,5,14,3,0,3,0,4,4,0,0,3,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,0,3,3,0,3,12,10,20,0,0,0,20,23,48
LGA56230,126,117,243,426,392,816,133,140,272,187,178,370,754,709,1462,338,365,710,56,94,151,150,170,316,548,630,1181,37,35,72,11,35,44,68,44,112,39,97,139,0,0,0,157,211,364,40,84,120,12,61,67,8,19,30,14,70,87,0,0,0,75,235,309,230,444,671,10,15,27,18,47,68,0,0,3,31,57,91,518,529,1052,9,9,22,2217,2496,4710
LGA56300,9,7,18,30,32,65,5,9,15,3,0,4,44,40,84,21,26,49,3,4,12,4,5,5,28,38,66,0,0,0,0,0,0,3,0,3,0,6,10,0,0,0,6,13,18,0,0,0,0,0,4,0,0,0,0,5,11,0,0,0,3,7,12,5,19,27,3,0,0,4,3,3,0,0,0,6,6,10,107,109,214,3,0,3,202,222,423
LGA56370,8,8,13,34,28,57,0,0,0,0,0,3,33,29,61,4,8,16,0,0,0,0,0,0,5,8,18,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,8,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,70,52,119,0,0,0,125,110,238
LGA56460,26,29,59,128,120,240,45,56,98,4,0,3,176,169,347,201,189,386,0,0,0,3,4,13,208,198,406,6,6,12,7,6,14,12,11,23,8,34,43,0,0,0,35,65,95,7,9,20,0,10,15,0,4,9,5,28,35,0,0,0,16,56,76,56,113,171,7,0,7,5,12,15,0,0,0,8,12,19,276,256,535,9,0,8,748,787,1538
LGA56580,199,177,381,674,591,1261,159,163,323,269,209,478,1100,967,2064,371,271,638,160,186,349,596,469,1059,1127,924,2048,19,27,44,12,27,41,24,7,35,44,61,104,0,0,0,101,130,229,607,578,1184,136,138,268,56,54,108,111,189,300,0,4,5,915,958,1876,1016,1088,2104,21,16,37,47,58,106,0,0,0,68,78,144,287,328,616,28,29,60,3825,3596,7414
LGA56620,8,4,10,79,64,143,0,0,0,0,0,0,79,65,144,48,44,95,0,0,0,0,0,3,50,47,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,3,6,12,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,80,62,141,3,0,3,225,194,412
LGA56730,73,71,149,296,269,565,133,134,273,23,22,46,459,433,889,235,229,460,88,91,174,29,26,60,347,349,699,8,9,16,8,17,23,43,28,71,14,79,96,0,0,4,71,137,204,22,17,37,9,16,23,9,15,22,14,53,64,0,0,0,55,92,147,125,227,355,10,15,25,13,22,40,0,0,0,26,37,64,856,529,1383,3,3,6,1891,1651,3550
LGA56790,28,15,42,97,87,184,30,32,59,4,6,8,131,117,249,68,34,104,15,6,17,7,4,7,88,43,133,3,3,5,0,0,0,5,0,8,3,13,16,0,0,0,13,20,32,4,5,4,4,4,7,0,0,0,0,17,16,0,0,0,5,29,35,17,47,64,0,3,3,3,8,11,0,0,0,3,9,12,302,271,577,7,3,13,574,512,1085
LGA56860,0,0,0,7,0,10,7,0,10,0,0,0,6,9,16,6,0,9,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,5,5,0,0,0,0,0,3,0,0,0,0,0,3,30,35,60,0,0,0,44,48,93
LGA56930,6,9,15,13,20,33,0,5,5,24,44,65,33,63,102,5,7,11,8,11,15,59,214,271,69,232,297,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,5,9,10,39,51,89,4,7,10,5,4,7,8,8,15,0,0,0,52,77,120,53,82,134,0,0,0,5,5,10,0,0,0,5,4,11,17,29,45,0,0,0,185,431,617
LGA57000,0,0,3,22,24,40,0,0,0,0,0,0,22,24,40,3,0,10,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,4,0,3,0,9,10,0,0,0,9,12,15,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,4,5,7,8,17,22,0,0,0,0,4,4,0,0,0,0,4,4,305,93,396,5,0,5,345,135,482
LGA57080,113,108,219,294,257,549,44,45,88,42,45,87,379,343,721,161,154,313,44,44,92,52,69,122,260,273,530,98,101,202,176,237,415,42,50,88,138,224,356,0,0,0,453,609,1059,1224,1428,2652,609,567,1183,78,93,174,273,279,555,8,7,11,2197,2375,4575,2648,2990,5639,102,142,240,118,146,258,0,3,5,217,286,504,2722,1863,4587,540,308,849,6889,6171,13059
LGA57140,4,0,7,42,22,64,3,4,11,0,0,0,46,23,73,21,24,44,0,0,0,0,0,0,21,24,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,7,0,4,4,0,0,0,0,0,0,0,5,6,0,0,0,0,4,5,4,11,11,0,4,4,0,3,3,0,0,0,3,7,7,23,31,54,0,0,0,108,98,204
LGA57210,27,35,62,180,159,335,4,5,9,22,19,44,212,180,393,126,115,234,0,13,15,24,12,40,151,142,294,19,14,29,0,5,6,17,13,32,8,29,34,0,0,0,46,57,104,3,5,6,4,7,4,0,4,5,8,25,32,0,0,0,11,43,52,54,100,153,8,10,14,6,8,14,0,0,0,14,14,32,333,236,570,5,5,7,799,707,1512
LGA57280,134,135,265,658,702,1364,78,77,156,28,20,45,766,800,1570,441,390,829,0,3,5,5,12,19,451,402,859,17,14,29,17,25,47,49,33,85,97,143,241,3,0,5,195,214,407,6,20,22,13,49,61,7,3,17,67,94,154,0,0,0,92,163,258,285,379,661,20,28,50,37,56,95,0,0,0,62,87,150,2490,1310,3804,34,21,60,4221,3137,7363
LGA57350,8,11,16,13,34,48,0,0,0,0,0,0,13,34,48,7,7,15,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,6,10,0,0,0,3,4,3,0,0,0,3,6,6,121,122,244,0,0,0,163,186,346
LGA57420,22,22,40,87,76,156,0,0,0,0,0,0,87,76,156,24,31,53,3,0,0,0,0,0,30,31,57,0,0,0,0,0,0,4,0,7,8,13,24,0,0,0,11,18,31,0,0,0,4,3,6,0,0,0,6,16,23,0,0,0,12,17,33,29,36,63,0,0,0,0,3,11,0,0,0,3,6,8,224,103,327,9,4,13,405,271,672
LGA57490,1262,1135,2398,5028,4723,9755,826,802,1622,867,859,1723,6720,6397,13121,3395,3248,6646,751,843,1597,964,979,1944,5120,5077,10200,312,311,627,135,362,492,547,336,881,433,858,1287,10,8,11,1432,1872,3304,633,976,1603,218,519,744,120,233,349,382,784,1163,0,3,8,1360,2515,3869,2794,4387,7183,185,200,383,322,530,849,6,4,11,513,729,1244,3237,3093,6329,97,105,203,19749,20922,40672
LGA57630,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,25,139,0,0,0,118,25,143
LGA57700,377,356,727,1202,1136,2335,266,240,508,324,336,664,1792,1717,3513,784,744,1528,112,100,215,309,294,597,1206,1139,2348,54,58,113,22,75,97,135,80,211,103,211,316,4,0,3,321,418,738,113,226,337,44,110,158,38,50,84,73,160,236,0,0,0,268,547,814,590,969,1559,45,43,86,73,125,200,0,0,0,120,166,284,852,527,1383,17,26,46,4952,4900,9853
LGA57770,12,17,29,59,44,105,0,3,5,0,5,3,67,50,116,11,24,33,0,0,0,3,0,3,22,24,41,0,0,0,0,0,0,4,0,4,5,13,24,0,0,0,15,17,22,0,0,0,0,6,6,3,0,4,4,14,16,0,0,0,4,26,26,15,39,53,3,7,9,3,4,7,0,0,0,7,9,18,268,243,510,14,14,18,404,392,796
LGA57840,352,316,669,820,710,1532,330,278,602,247,221,464,1395,1213,2608,366,329,693,626,327,961,566,513,1077,1558,1174,2733,121,79,196,72,106,179,88,57,146,124,217,335,3,0,0,397,460,860,973,1062,2036,359,360,719,139,145,287,296,387,679,3,7,10,1773,1959,3730,2172,2419,4592,67,51,113,98,145,244,0,3,3,161,198,364,844,988,1831,98,74,172,6585,6380,12968
LGA57910,1956,1822,3781,5483,5114,10598,1976,1906,3876,996,1030,2028,8462,8067,16534,3396,3187,6581,1773,1728,3510,1537,1680,3218,6716,6608,13325,508,486,994,609,903,1512,440,308,752,816,1361,2178,9,4,18,2391,3070,5455,2590,3322,5918,1220,1521,2747,437,523,966,1129,1713,2844,13,20,30,5397,7104,12500,7807,10192,17999,343,431,767,600,934,1537,8,14,24,949,1380,2334,4468,4604,9067,218,288,506,30583,32960,63540
LGA57980,163,137,296,510,522,1031,35,42,76,60,63,121,607,618,1231,362,348,712,43,61,106,127,109,234,533,515,1045,19,26,44,18,41,64,15,13,25,43,77,119,0,0,3,92,155,254,263,350,614,122,154,277,45,47,90,144,209,359,0,4,0,580,769,1344,675,923,1600,12,12,21,44,65,106,0,0,0,54,81,128,460,436,895,32,24,56,2526,2735,5254
LGA58050,1637,1432,3067,5274,4840,10112,1212,1196,2409,1070,987,2054,7570,7047,14616,3206,2948,6154,1198,1171,2372,1284,1168,2448,5695,5297,10990,336,366,703,247,480,735,488,314,805,524,931,1461,8,5,12,1612,2107,3714,1059,1441,2496,382,609,991,197,314,510,461,884,1345,9,6,16,2104,3255,5358,3721,5371,9096,227,269,497,404,648,1051,10,0,12,643,921,1563,3283,3531,6808,149,173,327,22694,23773,46468
LGA58190,6,0,6,16,8,25,0,0,0,0,4,0,20,9,28,14,4,19,0,0,5,0,0,0,13,9,20,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,29,21,52,0,0,0,70,46,114
LGA58260,0,8,4,21,23,42,0,0,0,0,0,0,21,23,50,9,10,19,0,0,0,0,0,0,9,10,19,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,9,0,0,0,0,4,4,0,0,0,0,3,7,0,0,0,0,4,7,6,9,11,0,0,0,0,0,3,0,0,0,0,0,3,56,56,115,3,0,0,98,104,203
LGA58330,24,26,46,101,95,194,16,23,40,23,4,28,138,125,266,82,68,149,17,28,42,17,12,35,120,106,225,0,4,5,5,7,8,18,13,28,10,33,38,0,0,0,32,55,83,7,4,10,0,9,12,0,0,0,0,20,20,0,0,0,9,35,46,40,87,128,14,11,23,0,12,12,0,0,0,11,25,40,259,228,480,0,0,0,596,595,1184
LGA58400,0,0,0,8,5,9,0,0,0,0,0,0,8,5,9,9,0,8,0,3,3,0,0,0,9,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,19,17,33,0,0,0,29,31,66
LGA58470,0,0,5,10,15,24,0,4,0,0,0,0,14,11,28,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,4,7,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,16,9,33,0,0,0,37,40,71
LGA58510,262,273,539,747,675,1417,212,215,425,118,133,247,1074,1013,2091,371,335,713,273,266,542,112,122,234,763,729,1488,118,101,219,140,171,310,101,59,158,151,246,387,5,0,8,506,574,1077,614,798,1414,379,413,794,85,115,196,258,390,648,3,4,3,1338,1719,3056,1849,2289,4142,77,85,166,128,158,285,4,0,6,205,244,449,1301,1457,2765,45,55,103,5506,6067,11572
LGA58540,3,3,9,27,22,47,3,7,10,0,0,0,28,30,63,9,13,25,0,0,0,0,0,0,8,10,26,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,0,0,0,0,0,0,0,0,0,0,0,0,49,59,104,0,0,0,102,113,211
LGA58570,320,240,556,867,849,1711,183,149,328,66,107,174,1112,1111,2221,490,451,932,215,169,387,126,155,281,831,768,1603,96,107,203,112,176,288,62,42,105,132,225,358,0,0,0,405,545,953,437,609,1045,335,355,690,68,112,184,322,450,769,5,5,6,1171,1529,2697,1573,2075,3652,50,75,127,111,162,271,0,4,4,162,236,395,863,720,1584,76,63,138,4945,5205,10157
LGA58610,14,4,17,53,58,108,0,5,4,0,0,0,54,58,117,35,42,76,0,0,0,0,3,3,35,45,84,4,3,3,0,0,0,4,0,5,9,6,9,0,0,0,17,11,23,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,8,12,17,20,34,0,0,0,0,4,4,0,0,0,0,4,3,82,92,179,0,0,3,207,225,438
LGA58680,5,0,8,11,13,25,0,0,0,0,0,0,11,13,25,9,9,13,0,0,0,0,3,3,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5,7,4,0,0,0,0,3,0,0,0,6,4,7,53,48,93,0,0,0,82,81,157
LGA58760,2105,1956,4061,7578,7013,14591,1475,1541,3010,1637,1555,3194,10710,10131,20837,5183,4844,10035,1325,1369,2697,1707,1634,3337,8231,7860,16083,556,541,1099,287,620,902,708,409,1117,633,1226,1860,10,11,21,2192,2809,4999,1607,2315,3924,511,908,1422,358,465,820,631,1270,1902,7,9,14,3111,4965,8078,5316,7785,13104,339,351,693,518,942,1462,10,10,19,871,1299,2167,3496,3654,7142,174,191,372,30902,32869,63775
LGA58820,29,26,57,82,76,157,67,67,136,6,0,8,150,149,298,79,77,161,18,24,50,18,27,44,120,136,260,4,7,14,3,6,6,26,17,35,4,21,32,0,0,0,35,48,80,5,18,26,0,5,7,7,0,5,0,15,13,0,0,0,10,42,56,50,92,138,0,9,4,0,6,10,0,0,0,0,13,12,173,157,337,4,0,5,522,579,1100
LGA58890,0,3,5,30,18,49,4,4,4,0,0,0,31,27,57,13,8,23,0,0,0,0,0,0,13,8,23,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,3,3,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,8,8,4,10,11,0,0,0,0,0,0,0,0,0,0,3,3,45,51,94,0,0,0,96,99,195
LGA59030,0,4,3,4,5,12,5,4,8,0,0,0,11,5,19,4,0,4,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,66,19,79,4,0,4,88,37,120
LGA59100,6,4,12,33,28,61,0,0,0,0,3,3,34,32,65,3,7,15,0,0,0,0,0,0,9,7,17,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,11,0,0,0,0,0,0,0,0,0,0,7,7,61,45,112,0,0,0,110,107,217
LGA59170,12,3,22,49,42,86,5,3,10,0,0,0,52,48,100,16,19,38,0,0,0,0,0,0,18,19,42,0,0,0,0,0,0,3,0,3,0,9,9,0,0,0,4,9,16,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,12,11,8,16,24,0,3,3,0,0,5,0,0,0,4,5,5,50,56,102,0,0,0,147,152,296
LGA59250,0,3,0,14,19,28,0,0,0,0,0,0,14,19,28,9,10,16,0,0,0,0,0,0,9,11,22,0,0,0,0,3,3,6,0,6,9,4,11,0,0,0,10,10,22,0,0,0,0,3,3,6,0,6,5,3,5,0,0,0,4,7,16,17,21,34,3,0,7,0,5,3,0,0,0,5,4,6,406,99,507,5,0,5,458,149,609
LGA59310,15,10,20,55,60,116,0,0,0,0,0,0,55,65,123,18,18,32,0,0,0,0,0,0,18,17,37,0,6,5,0,0,0,4,3,14,9,10,18,0,0,0,13,18,32,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,3,4,16,16,38,0,0,0,4,3,8,0,0,0,4,3,8,54,40,92,0,0,4,163,158,321
LGA59320,9,10,8,14,15,33,0,4,4,0,0,0,14,20,34,16,6,21,0,0,0,0,0,0,16,8,26,0,4,4,0,0,0,0,0,4,4,0,4,0,0,0,7,9,7,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,6,8,7,10,0,0,0,0,0,4,0,0,0,0,0,4,26,19,46,0,0,0,66,64,130
LGA59330,0,0,0,16,8,30,0,0,0,0,0,0,13,13,31,7,7,15,0,0,0,3,0,3,7,7,17,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,19,22,45,0,0,0,50,54,100
LGA59340,70,67,133,352,319,672,71,94,161,12,17,31,439,431,867,141,153,292,5,10,8,10,16,22,151,169,324,9,0,9,7,9,12,10,18,27,27,55,81,0,0,0,48,80,129,3,7,11,10,18,31,3,6,12,41,61,104,0,0,0,62,99,163,113,180,289,10,9,10,14,18,30,3,0,0,20,23,43,928,789,1716,67,65,132,1782,1716,3499
