SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
SED52903,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,6,6,30,35,15,37,37,0,3,4,7,3,0,5,194,8,32,21,6,0,6,11,22,4,8,4,18,8,0,7,148,0,0,0,0,0,4,16,5,0,0,3,3,0,0,0,39,0,0,0,0,4,4,6,6,0,0,0,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,12,9,25,6,0,4,4,0,0,0,3,87,0,0,0,0,0,0,3,0,5,5,0,3,0,0,0,16,3,69,10,12,13,10,20,8,4,0,4,4,8,0,5,165,0,5,52,142,176,104,191,154,6,14,17,18,7,6,47,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,17
SED53004,7,6,9,7,0,0,0,161,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,8,16,35,99,37,174,234,9,10,8,3,3,0,3,639,10,93,76,23,6,10,9,44,0,7,3,0,0,0,5,279,0,0,0,0,9,23,38,14,0,0,3,0,0,0,0,96,0,0,0,5,3,5,13,4,0,0,0,5,0,0,0,29,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,9,5,0,24,40,91,16,58,24,0,3,10,3,0,0,9,283,0,0,0,0,0,0,7,0,3,0,0,3,3,0,0,16,10,61,16,11,11,12,17,21,0,0,4,0,4,0,3,166,0,0,41,137,248,164,213,181,8,5,3,4,0,3,24,1044,0,6,24,22,11,6,0,0,0,0,0,0,0,0,0,76,0,0,4,0,0,6,3,9,3,0,4,0,0,0,0,27
SED53105,3,3,4,7,0,4,6,123,0,0,0,0,0,7,11,9,0,0,0,0,0,0,0,35,0,4,16,12,30,14,36,76,0,0,3,0,0,0,4,195,9,50,50,4,3,0,7,13,0,3,0,0,0,0,5,157,0,0,0,0,5,5,24,14,0,0,0,0,0,0,0,59,0,0,0,4,12,4,90,25,4,8,6,5,0,0,13,163,0,0,0,11,0,0,5,0,0,0,0,0,0,0,4,28,0,0,3,25,70,46,155,86,27,15,11,8,6,0,21,470,0,0,0,0,0,0,25,8,0,0,0,0,4,0,0,43,5,31,18,6,11,11,18,4,0,0,4,0,0,0,4,112,0,0,11,93,245,283,626,415,40,26,39,41,17,21,79,1932,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,58,50,4,8,9,7,3,0,7,143
SED53204,6,4,5,6,0,0,0,220,0,0,0,0,0,88,100,53,6,8,0,0,3,3,6,260,0,4,8,16,36,15,97,143,4,3,6,7,0,0,6,349,12,96,109,36,14,9,16,23,0,0,0,0,0,0,11,332,0,0,0,0,0,3,13,0,0,0,3,0,0,0,0,29,0,0,0,0,9,8,40,18,0,4,0,0,0,0,4,73,0,0,4,9,19,0,12,9,3,0,0,0,0,0,3,53,0,3,12,44,132,66,131,66,13,8,11,13,8,3,11,517,0,0,0,0,0,0,22,12,4,0,0,3,4,0,0,48,0,49,9,5,5,3,16,8,3,4,0,0,0,0,5,98,0,0,19,81,191,181,293,211,18,13,11,13,3,5,26,1063,0,3,49,67,131,123,108,33,13,10,4,9,0,0,3,556,0,0,0,4,7,25,37,25,5,11,3,17,10,0,0,160
SED53306,0,0,0,6,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,17,14,32,8,42,82,3,0,0,0,0,0,7,206,5,50,14,3,7,0,4,6,4,0,0,0,0,0,4,105,0,0,0,0,0,4,7,4,0,0,0,6,0,0,0,29,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,9,8,35,16,0,0,14,3,0,0,0,119,0,0,0,0,0,0,14,5,0,7,4,8,4,0,0,42,12,95,15,12,12,7,15,14,0,0,0,4,0,4,9,207,0,4,59,182,237,209,440,368,27,17,25,45,17,9,52,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,15,0,0,0,7,3,0,0,38
SED53402,8,4,8,5,10,0,0,148,0,0,0,0,0,10,16,12,7,0,4,0,0,0,0,57,3,3,33,33,76,22,119,108,15,3,8,15,0,0,4,448,23,171,119,27,9,19,26,64,11,6,5,7,0,0,9,491,0,0,0,0,8,32,46,28,7,0,3,8,4,6,0,146,0,0,0,0,15,16,52,22,10,6,12,13,0,0,0,147,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,11,0,0,33,54,120,61,111,70,18,20,21,20,8,0,10,550,0,0,0,0,0,3,35,49,15,26,41,46,15,0,3,241,7,47,8,11,12,12,15,13,5,0,0,0,0,0,3,138,4,5,35,123,180,137,192,129,3,15,12,11,5,6,17,876,0,4,7,6,5,9,3,0,4,0,0,0,0,0,0,44,0,0,0,0,5,9,21,27,10,7,7,22,17,0,3,133
SED53502,0,0,0,0,0,0,0,30,0,0,0,0,0,26,14,17,0,0,0,0,0,0,3,64,0,0,30,28,48,8,38,50,10,0,0,3,3,0,7,227,14,194,119,27,7,0,3,8,3,0,0,4,0,0,20,415,0,0,0,0,4,15,21,6,0,0,0,0,0,0,0,42,0,0,0,0,0,5,12,10,3,5,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,22,11,46,28,55,12,4,4,6,3,0,0,7,206,0,0,0,0,0,0,41,26,0,0,4,8,4,0,0,80,3,67,21,17,17,6,10,4,0,0,0,0,0,0,9,161,5,0,54,139,310,229,394,296,17,29,13,18,12,12,39,1577,0,0,0,3,9,10,11,3,0,0,0,0,0,0,0,38,0,0,6,0,7,0,11,16,0,4,9,0,0,0,3,62
SED53602,13,14,5,7,3,0,6,236,0,0,0,0,0,154,215,63,22,17,20,11,8,0,15,535,0,0,13,18,15,3,32,66,0,3,0,4,0,0,3,161,13,141,160,54,17,16,24,33,0,0,5,0,0,0,26,487,0,3,0,0,0,14,20,3,0,6,0,0,0,0,0,51,0,0,0,0,3,7,18,9,3,6,0,0,0,0,3,49,0,0,4,3,19,5,17,4,0,0,0,0,0,4,0,61,0,8,19,35,154,51,109,70,33,39,61,61,12,0,35,679,0,0,0,0,0,0,11,7,4,0,3,12,4,0,0,42,5,33,16,3,3,0,4,0,0,0,0,0,0,0,9,75,0,0,15,80,181,130,232,161,8,13,26,9,15,9,40,909,4,10,101,176,183,128,79,25,9,9,9,7,3,0,24,749,0,0,0,6,9,9,76,99,18,32,28,45,15,0,4,344
SED53701,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,11,5,3,15,13,14,15,32,35,3,0,0,6,4,0,4,138,9,34,23,4,4,0,0,0,0,0,4,6,6,0,3,98,0,0,6,0,0,5,0,3,0,0,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,10,7,0,0,10,0,0,6,0,0,0,0,50,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,8,70,11,12,5,12,21,5,0,0,0,0,0,0,4,156,3,5,62,189,263,160,192,94,10,5,3,9,5,6,50,1052,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6
SED53802,19,7,9,11,4,4,6,290,0,0,0,0,7,39,52,66,25,22,7,27,5,0,0,246,0,4,24,23,44,7,76,160,17,17,18,27,8,0,10,446,31,412,373,92,30,29,25,78,11,11,6,3,3,0,30,1121,0,0,0,6,7,16,37,14,3,3,0,3,0,0,4,98,0,0,0,0,19,5,61,46,5,3,5,8,0,0,0,159,0,0,0,12,17,4,11,3,4,0,0,0,0,0,4,53,0,7,31,60,236,75,167,79,29,35,30,23,16,3,12,799,0,0,0,0,0,6,41,33,8,9,10,6,5,0,7,125,14,54,13,9,13,0,3,8,0,0,0,0,0,0,0,112,0,3,34,85,146,144,188,169,10,11,19,29,8,4,23,865,6,13,70,82,33,44,28,18,7,0,0,9,0,0,8,311,0,3,0,5,9,12,30,108,33,25,27,57,37,0,10,362
SED53902,10,4,5,6,0,0,10,166,0,0,3,0,0,18,23,15,0,0,0,0,0,0,0,70,0,6,25,27,60,14,72,154,10,9,15,13,7,0,6,425,46,346,223,76,22,8,26,77,17,3,16,11,4,0,31,906,0,0,0,0,12,33,52,22,6,6,3,13,0,0,0,141,0,0,0,5,10,10,56,46,3,14,4,0,3,0,0,150,0,0,0,7,3,6,4,0,0,0,0,0,0,0,0,14,4,14,35,56,126,61,114,68,24,29,17,15,13,0,16,586,0,0,0,0,0,0,21,40,17,18,28,19,6,4,0,149,8,61,15,5,7,9,7,6,0,0,0,8,0,0,0,140,0,8,36,89,164,109,144,112,11,3,12,15,12,8,10,727,6,18,34,22,27,28,7,0,3,3,0,0,0,0,0,140,0,0,4,0,10,5,42,61,19,14,14,21,8,0,0,202
SED54006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,4,16,18,7,32,17,0,3,0,0,0,0,8,115,28,102,50,9,0,0,0,0,0,0,0,4,0,0,17,219,6,0,0,0,5,0,6,5,0,6,0,0,0,0,0,16,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,6,15,6,3,6,0,9,9,11,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,29,24,17,4,9,3,0,0,0,0,0,0,10,174,0,13,57,179,241,195,305,164,16,5,7,9,11,13,48,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,12
SED54104,10,9,26,34,5,0,4,276,0,0,0,0,0,6,7,7,0,0,0,0,0,0,0,20,6,34,18,28,77,39,58,101,3,12,14,34,37,11,9,492,24,56,30,14,10,3,29,60,19,3,4,8,8,0,10,280,0,0,3,8,13,28,53,67,21,12,39,37,27,9,10,327,0,0,0,0,10,15,48,44,5,14,7,13,4,0,9,165,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,22,12,18,75,212,270,125,186,113,16,30,31,42,39,13,7,1184,0,0,0,0,3,0,3,3,6,17,7,15,5,0,0,62,4,39,9,20,6,21,52,20,5,3,0,7,4,0,3,197,0,9,69,120,126,93,139,78,11,13,14,22,9,12,28,740,0,0,0,5,5,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,21,32,10,20,13,8,9,0,0,128
SED54203,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,6,9,27,15,59,71,0,0,10,27,6,0,4,257,4,27,19,9,0,6,9,37,0,0,6,11,5,3,5,142,0,0,0,0,6,8,0,6,0,0,3,10,4,3,0,39,0,0,0,0,3,5,9,11,0,0,0,9,4,0,0,33,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,8,0,0,7,11,19,8,22,17,3,10,16,10,0,0,0,125,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,8,6,65,17,9,8,8,18,4,0,0,5,4,3,0,4,146,0,9,48,189,265,236,380,222,23,18,22,20,0,13,61,1513,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,3,3,5,0,0,0,0,0,0,17
SED54304,14,23,22,26,7,3,0,282,0,0,0,0,0,9,19,3,0,0,0,0,5,0,0,45,0,5,30,19,94,31,117,166,15,21,29,58,29,11,14,645,38,245,183,39,14,11,39,95,21,14,29,42,22,0,34,823,0,0,3,0,11,28,96,53,15,32,45,84,51,54,16,487,0,0,0,6,19,16,152,123,36,34,41,59,8,5,10,507,0,0,3,0,5,4,3,0,0,0,4,5,0,0,0,30,0,3,30,74,165,80,237,158,47,48,65,47,35,8,39,1028,0,0,0,0,0,0,22,27,17,41,58,65,34,0,3,277,4,24,8,8,10,9,21,6,5,0,10,17,3,0,4,115,0,0,43,105,218,168,244,155,15,21,18,27,31,15,38,1097,3,14,25,28,13,8,8,0,0,0,0,0,0,0,0,114,0,0,0,3,3,0,21,28,7,6,13,22,9,0,11,135
SED54403,0,0,5,5,0,0,0,40,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,14,7,28,23,104,142,4,0,6,20,9,0,10,369,0,8,10,3,3,6,13,13,4,0,4,9,0,0,3,75,0,0,0,0,0,0,11,4,0,0,4,0,0,0,0,23,0,0,0,3,0,4,21,11,0,0,4,0,0,0,3,41,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,10,0,3,5,16,23,17,65,25,0,8,5,0,5,0,3,185,0,0,0,0,0,0,13,4,11,5,8,7,5,0,0,54,0,33,10,11,10,3,14,9,0,0,0,7,3,0,3,102,0,0,45,204,443,458,966,666,44,58,70,86,34,44,119,3228,0,0,3,3,11,7,8,0,0,0,0,0,0,0,0,39,0,0,0,0,0,6,16,39,0,4,9,3,0,0,0,78
SED54505,6,0,7,7,3,0,4,199,0,0,0,0,0,11,26,30,10,10,3,0,0,0,0,94,0,9,15,17,51,8,39,59,7,3,0,4,0,0,4,204,6,77,42,6,4,3,15,13,0,6,0,4,0,4,3,175,0,0,4,9,13,24,37,11,0,4,0,0,3,0,0,108,0,0,0,14,18,70,257,151,16,12,11,14,4,6,18,587,0,0,0,3,5,8,7,0,0,0,0,0,0,0,0,29,0,3,63,175,779,377,860,576,122,91,96,83,55,3,37,3331,0,0,0,0,0,0,20,10,0,3,0,10,0,0,4,57,8,56,5,12,12,3,10,5,0,0,0,0,0,0,3,119,0,4,39,70,188,97,135,127,7,9,16,14,4,4,13,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,4,24,58,80,8,16,36,20,24,0,0,275
SED54605,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,14,0,4,43,32,54,18,38,41,0,0,0,0,0,0,0,225,3,39,38,4,0,5,7,14,0,0,4,0,0,0,4,116,0,0,0,0,0,8,14,3,0,0,4,0,0,0,0,33,0,0,0,0,5,4,8,3,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,15,0,5,5,13,17,14,21,10,0,3,4,6,0,0,3,97,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,16,5,93,27,17,14,7,15,9,0,3,0,0,0,0,3,191,0,3,53,152,248,245,433,304,15,19,17,22,11,15,53,1583,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,10,3,0,4,0,0,0,0,0,17
SED54701,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,0,16,34,0,0,10,12,4,0,0,103,3,24,17,3,0,0,0,5,0,0,0,3,3,0,11,77,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,7,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,17,7,14,5,0,5,8,6,0,0,0,79,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,4,6,51,11,8,12,11,3,0,0,0,0,0,0,0,0,100,0,0,40,118,244,181,211,129,22,14,21,20,3,9,71,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,16
SED54804,12,3,0,9,0,0,6,164,0,0,3,0,0,9,13,0,5,0,0,0,0,0,0,30,0,9,11,19,89,30,132,200,8,18,12,37,14,6,10,597,25,103,66,21,14,19,46,92,7,5,10,16,9,0,16,454,0,0,0,3,11,35,58,24,3,3,10,9,9,4,5,172,0,0,0,0,9,0,24,19,0,0,0,9,0,0,0,64,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,15,0,4,20,28,62,47,71,56,9,10,13,7,0,0,10,340,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,12,6,53,11,16,7,7,18,15,0,0,0,0,0,0,4,144,3,4,42,126,206,163,249,226,15,12,22,25,17,10,26,1134,0,8,6,8,10,5,4,0,0,0,0,0,0,0,0,45,0,0,0,3,0,3,10,0,0,4,0,0,0,0,0,14
SED54905,8,9,18,21,10,0,6,298,0,0,0,0,0,11,20,30,0,0,0,5,0,0,0,64,0,3,19,25,59,18,65,84,5,3,0,0,0,5,7,294,15,91,40,13,14,9,22,42,4,5,3,4,9,0,14,284,0,0,0,4,11,25,40,26,15,0,16,10,3,0,10,167,0,0,0,12,18,16,53,64,9,8,7,11,3,0,8,202,0,0,0,10,7,5,0,5,0,0,0,0,3,0,0,31,3,9,26,118,326,142,232,131,34,21,40,47,24,3,16,1173,0,0,0,0,0,0,6,20,10,15,38,35,20,0,0,140,10,49,11,6,15,6,18,13,0,0,6,4,0,0,5,139,0,7,50,105,185,104,137,76,21,15,18,13,8,7,8,745,0,0,0,3,3,4,0,3,0,0,0,0,0,0,5,18,0,0,0,0,0,0,18,24,8,19,15,26,12,3,0,131
SED55005,4,11,9,0,0,0,3,162,0,0,0,0,0,86,86,29,0,9,0,6,0,0,7,226,0,0,27,17,39,17,30,35,3,0,0,0,0,0,4,164,4,55,42,7,6,0,6,16,0,0,0,0,0,0,6,143,0,0,0,0,0,13,17,3,0,0,0,0,0,0,0,35,0,0,0,0,4,7,89,44,3,5,3,6,0,0,6,163,0,0,0,15,13,15,4,7,0,0,3,3,0,0,0,63,0,0,18,78,381,201,665,364,67,41,39,30,23,6,26,1941,0,0,0,0,0,0,43,16,0,6,0,4,3,0,4,73,4,52,14,8,8,8,10,3,0,0,0,0,0,0,4,101,0,4,26,84,211,176,335,280,27,13,21,32,8,7,53,1275,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,6,41,159,237,33,47,28,37,11,3,10,630
SED55102,6,0,0,0,0,0,4,48,0,0,0,0,0,13,37,4,0,3,0,3,0,0,3,65,0,0,9,19,48,21,39,37,0,0,0,0,0,0,3,185,14,79,51,5,9,8,7,11,3,4,0,0,0,0,9,203,0,0,0,0,3,9,21,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,6,9,4,0,0,0,0,0,0,20,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,18,0,0,14,16,32,17,65,35,3,4,3,3,0,0,18,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,52,15,0,15,13,27,0,0,0,0,0,0,0,3,136,0,0,42,147,284,238,531,380,45,36,26,32,18,18,111,1908,0,0,6,3,3,7,3,6,0,0,0,0,0,0,0,30,0,0,0,0,3,0,16,20,0,4,0,4,0,0,0,56
SED55202,0,0,0,7,0,0,0,118,0,0,0,0,0,56,58,30,8,0,5,0,0,0,8,169,0,0,28,23,50,13,28,17,0,0,3,3,0,0,6,171,10,87,75,24,0,7,4,7,0,0,0,0,0,0,10,224,0,0,0,0,0,10,24,4,0,3,0,3,0,0,0,58,0,0,0,0,0,18,80,45,3,5,0,6,0,0,0,160,0,0,0,10,23,13,5,4,4,0,0,3,0,0,3,77,0,5,21,90,312,79,278,164,28,18,20,34,9,0,23,1100,0,0,0,0,0,0,30,9,0,0,6,8,0,0,3,61,12,130,20,9,16,10,9,3,0,0,0,0,0,0,9,211,0,4,26,119,229,214,383,270,22,21,17,37,0,6,33,1383,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,16,19,112,232,37,27,57,89,47,8,13,658
SED55306,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,32,32,21,27,34,3,0,4,0,0,0,3,178,7,25,11,0,5,4,18,22,5,5,8,3,3,0,9,114,0,0,0,0,0,11,12,14,0,0,0,0,0,0,0,51,0,0,0,0,0,0,9,18,6,0,3,0,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,13,6,10,3,10,0,0,0,0,0,3,68,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,19,12,73,12,9,14,3,22,13,0,0,5,0,3,0,3,172,3,10,65,168,221,148,197,113,4,26,7,9,5,0,57,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,3,0,0,0,10,0,27
SED55405,17,3,24,12,8,0,0,187,0,0,0,0,0,24,33,24,0,0,12,0,0,0,3,95,0,3,17,29,52,25,69,90,4,0,4,16,10,6,8,337,23,149,128,21,4,8,18,48,10,11,13,8,3,0,25,474,0,0,0,0,10,29,56,27,3,7,13,12,5,3,6,168,0,0,0,5,14,32,153,95,20,22,22,21,5,0,11,395,0,3,0,10,3,0,4,0,0,0,0,0,0,0,0,24,6,6,31,61,186,120,335,208,90,101,111,100,57,0,31,1433,0,0,0,0,0,3,30,131,86,87,161,164,49,0,17,729,3,68,13,15,8,6,11,10,0,4,0,8,5,0,10,155,0,5,29,110,202,169,211,199,17,21,22,20,8,11,26,1050,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,7,0,11,49,99,26,29,81,117,72,0,10,515
SED55504,0,3,0,0,0,3,0,95,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,28,0,4,28,22,104,31,209,189,4,4,14,3,3,0,0,625,17,47,58,9,9,4,10,24,0,0,0,0,0,0,5,185,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,30,0,0,0,3,3,3,14,11,5,0,0,3,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,11,10,34,19,70,34,11,14,29,24,13,0,3,279,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,22,3,58,16,0,16,9,11,5,5,0,0,0,0,0,9,132,4,0,28,127,304,274,453,344,25,24,13,24,14,9,35,1676,0,5,0,4,3,5,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4,10,14,17,0,3,3,4,7,0,0,55
SED55605,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,10,42,15,47,96,0,9,9,0,0,0,7,246,5,25,21,3,4,3,0,18,0,0,0,0,0,0,0,81,0,0,0,0,4,11,9,0,0,0,0,0,5,0,0,30,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10,7,12,6,15,0,0,8,5,0,0,0,0,76,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,9,6,54,18,16,25,5,21,6,0,0,0,4,0,0,0,151,0,5,43,117,281,282,723,534,32,14,22,36,18,21,56,2168,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,22
SED55706,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,22,22,5,37,29,0,0,6,3,5,0,6,158,7,60,25,3,0,0,16,39,8,13,6,10,5,0,9,204,0,0,0,0,0,9,19,12,0,0,0,0,0,0,0,50,0,0,0,0,0,0,4,12,0,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,12,13,5,9,5,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,77,18,16,29,18,25,12,5,0,6,0,0,0,3,211,3,3,69,182,241,185,178,83,7,9,9,13,3,4,70,1049,3,15,6,0,4,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,8,6,0,0,11,5,4,0,31
